generation,averageAntagonist,averageProtagonist,topAntagonist,topProtagonist,antagonistStrategies,topProtagonistStrategies,topAntagonistDominantStrategy,topProtagonistDominantStrategy,topAntagonistBirthGen,topProtagonistBirthGen,topAntagonistDelta,topProtagonistDelta,topAntagonistEquation,topProtagonistEquation,spec,runNumber
24,-0.8869647528689992,0.22884409126411748,-0.3774978741066143,0.38438368164417314,StrategyAddTreeWithAdd|StrategyMultXD|StrategyAddTreeWithDiv|StrategySubXD|StrategyAddTreeWithDiv|StrategySubXD|StrategySubXD|StrategyAddTreeWithMult|StrategyMultXD|StrategySkipD,StrategyReplaceBranchXR|StrategyAddTreeWithSub|StrategyDivXD|StrategyAddTreeWithMult|StrategyMutateTerminalR|StrategyMutateTerminalR|StrategyAddTreeWithSub|StrategyMutateNonTerminalR|StrategyAddXD|StrategyMutateTerminalR,StrategySubXD,StrategyMutateTerminalR,23,23,1370512,1370512,((((((((5)*((3)+((6)/((5)/(8)))))*((x)*((9)*(8))))*(x))-(x))-(x))-(x))*(x)),((((((0)/(((8)*((3)-(x)))/(0)))*((5)/((4)*(x))))*(((x)*(7))/((x)-((1)-((4)-(2))))))+(x))+(x)),5*x*x*x,10
25,-0.8137734939745469,0.2442055499224899,0.1653646353368964,0.4255763412337486,StrategyMultXD|StrategyMultXD|StrategySubXD|StrategySkipD|StrategyAddTreeWithDiv|StrategySubXD|StrategyMutateTerminalR|StrategyMutateTerminalR|StrategyMultXD|StrategySkipD,StrategyReplaceBranchXR|StrategyAddToLeafR|StrategyDivXD|StrategyAddTreeWithMult|StrategyMutateTerminalR|StrategyMutateTerminalR|StrategyAddTreeWithSub|StrategyMutateNonTerminalR|StrategyAddXD|StrategyReplaceBranchR,StrategyMultXD,StrategyMutateTerminalR,24,24,987679.9888888889,987679.9888888889,((((((((5)*(x))*((x)*(x)))*(x))*(x))-((8)/(9)))-(1))*(x)),(((((((6)/(((x)+(3))/(1)))*((x)*(((4)*(3))+(1))))/(((x)*(9))/((x)-((0)+(x)))))/(x))+(x))+(x)),5*x*x*x,10
26,-0.9070941467097624,0.2535641215826976,-0.4130807541973517,0.41145825102897315,StrategyAddTreeWithAdd|StrategyMultXD|StrategyAddTreeWithDiv|StrategySubXD|StrategyAddTreeWithDiv|StrategySubXD|StrategyMutateTerminalR|StrategyAddTreeWithMult|StrategyMultXD|StrategySkipD,StrategyReplaceBranchXR|StrategyAddTreeWithSub|StrategyDivXD|StrategyAddTreeWithMult|StrategyMutateTerminalR|StrategyMutateTerminalR|StrategyAddTreeWithSub|StrategyMutateNonTerminalR|StrategyAddXD|StrategyReplaceBranchR,StrategySubXD,StrategyAddTreeWithSub,25,25,230293.25,230293.25,((((((((7)+((4)/(8)))*(x))*((x)*(((x)*(7))/(5))))*(x))-(4))-(x))*(x)),(((((((0)-(1))/((4)*(0)))/(((6)*(3))*(x)))*(((x)/(x))-(((5)-(0))-((x)*(x)))))/(x))+(x)),5*x*x*x,10
27,-0.868052919074568,0.2573373348616886,-0.4348027177833809,0.4306918882669935,StrategyMultXD|StrategyMultXD|StrategySubXD|StrategyDivXD|StrategyAddTreeWithDiv|StrategySubXD|StrategyMutateTerminalR|StrategyMutateTerminalR|StrategyMultXD|StrategySkipD,StrategyReplaceBranchXR|StrategyAddTreeWithSub|StrategyDivXD|StrategyAddTreeWithMult|StrategyDivXD|StrategyMutateTerminalR|StrategyAddTreeWithSub|StrategyReplaceBranchXR|StrategyAddXD|StrategyMutateTerminalR,StrategyMultXD,StrategyReplaceBranchXR,26,26,660847,660847,(((((((((5)*(x))*((3)*(x)))*(x))*(x))-(x))/((3)/(6)))-(x))*(x)),(((((((5)*(((x)+(2))*((4)-(8))))/((9)*((x)*((2)-(1)))))/(((x)*(7))-((1)-((x)*(x)))))/(0))/(0))+(x)),5*x*x*x,10
28,-0.8373731759955451,0.25318676420290676,-0.5314091118581359,0.41642936737715885,StrategyMultXD|StrategyMultXD|StrategySubXD|StrategyDivXD|StrategyAddTreeWithDiv|StrategySubXD|StrategySubXD|StrategyMutateTerminalR|StrategyMultXD|StrategySkipD,StrategyReplaceBranchXR|StrategyAddTreeWithSub|StrategyDivXD|StrategyAddTreeWithMult|StrategyMutateTerminalR|StrategyMutateTerminalR|StrategyAddTreeWithSub|StrategyReplaceBranchXR|StrategyAddXD|StrategyMutateTerminalR,StrategyMultXD,StrategyMutateTerminalR,27,27,881676.2777777776,881676.2777777776,((((((((((5)*(x))*((x)*(x)))*(x))*(9))-(x))/((9)/(8)))-(x))-(x))*(x)),((((((((6)*(0))*((8)/(0)))*((x)+((4)-(0))))*(((x)-(x))/(((7)+(6))-((x)-((x)*(x))))))*(x))/(x))+(x)),5*x*x*x,10
29,-0.7583323442569281,0.21983038938739918,-0.25360367661287864,0.4180720977583158,StrategyMultXD|StrategyMultXD|StrategySubXD|StrategyDivXD|StrategyAddTreeWithDiv|StrategySubXD|StrategySubXD|StrategyMutateTerminalR|StrategyMultXD|StrategySkipD,StrategyReplaceBranchXR|StrategyAddTreeWithSub|StrategyDivXD|StrategyAddTreeWithMult|StrategyMutateTerminalR|StrategyMutateTerminalR|StrategyAddTreeWithSub|StrategyReplaceBranchXR|StrategyAddXD|StrategyMutateTerminalR,StrategyMultXD,StrategyMutateTerminalR,28,28,3310554.5,3310554.5,((((((((((5)*(x))*((5)*(x)))*(x))*(x))-(x))/((1)/(6)))-(x))-(x))*(x)),(((((((0)-(9))-((x)*(9)))/(((0)*(0))/(0)))-((x)*(8)))/(x))+(x)),5*x*x*x,10
30,-0.7915103782600362,0.24151279666269607,0.5732707843314905,0.38453864169929525,StrategyMultXD|StrategyMultXD|StrategySubXD|StrategySubXD|StrategyAddTreeWithDiv|StrategySubXD|StrategySubXD|StrategyMutateTerminalR|StrategyMultXD|StrategySkipD,StrategyReplaceBranchXR|StrategyAddTreeWithSub|StrategyDivXD|StrategyAddTreeWithMult|StrategyMutateTerminalR|StrategyMutateTerminalR|StrategyAddTreeWithSub|StrategyReplaceBranchXR|StrategyAddXD|StrategyMutateTerminalR,StrategySubXD,StrategyMutateTerminalR,29,29,987598.0125,987598.0125,((((((((((5)*(x))*((x)*(x)))*(x))*(x))-((x)/(8)))-(x))-(x))-(2))*(x)),((((((5)*(((7)-(x))/(0)))*((7)/((x)+(8))))*(((2)-(0))*(0)))/(x))+(x)),5*x*x*x,10
31,-0.8479696954607796,0.22772856945540254,-0.4352192431231616,0.3770212187939268,StrategyMultXD|StrategyMultXD|StrategySubXD|StrategyDivXD|StrategyAddTreeWithDiv|StrategySubXD|StrategyMutateTerminalR|StrategyMutateTerminalR|StrategyMultXD|StrategySkipD,StrategyReplaceBranchXR|StrategyAddTreeWithSub|StrategyDivXD|StrategyAddTreeWithMult|StrategyMutateTerminalR|StrategyMutateTerminalR|StrategyAddTreeWithSub|StrategyReplaceBranchXR|StrategyAddXD|StrategyMutateTerminalR,StrategyMultXD,StrategyMutateTerminalR,30,30,6922597,6922597,(((((((((5)*(x))*((x)*(x)))*(x))*(x))-(x))/((1)/(7)))-(x))*(x)),((((((3)/(((5)-(5))*((1)+(5))))*((1)*((x)*(5))))/((((6)*(4))/(x))-((9)-((x)-((x)*(x))))))/(x))+(x)),5*x*x*x,10
32,-0.8206236149307035,0.1880478621744027,-0.388484942670907,0.31880185592338744,StrategyMultXD|StrategyMultXD|StrategySubXD|StrategyDivXD|StrategyAddTreeWithDiv|StrategySubXD|StrategySubXD|StrategyMutateTerminalR|StrategyMultXD|StrategySkipD,StrategyReplaceBranchXR|StrategyAddTreeWithSub|StrategyDivXD|StrategyAddTreeWithMult|StrategyMutateTerminalR|StrategyMutateTerminalR|StrategyAddTreeWithSub|StrategyMutateNonTerminalR|StrategyAddXD|StrategySubXD,StrategyMultXD,StrategyAddTreeWithSub,30,31,1383241.58,1383241.58,((((((((((5)*(x))*((x)*(x)))*(x))*(x))-(x))/((5)/(7)))-(x))-(7))*(x)),((((((((7)-(4))*(((8)-(1))*(9)))*((x)*((8)/(x))))/(((x)-(x))/((8)-((x)*((0)*(1))))))-(x))+(x))-(x)),5*x*x*x,10
33,-0.8612946607344462,0.28068192650843116,-0.512720854821369,0.40695520776827454,StrategyMultXD|StrategyMultXD|StrategySubXD|StrategyDivXD|StrategyAddTreeWithDiv|StrategySubXD|StrategySubXD|StrategyMutateTerminalR|StrategyMultXD|StrategySkipD,StrategyReplaceBranchXR|StrategyAddTreeWithSub|StrategyDivXD|StrategyAddTreeWithMult|StrategyMutateTerminalR|StrategyMutateTerminalR|StrategyAddTreeWithSub|StrategyReplaceBranchXR|StrategyAddXD|StrategyMutateTerminalR,StrategySubXD,StrategyMutateTerminalR,32,32,2648156.5,2648156.5,((((((((((5)*(x))*((x)*(x)))*(6))*(x))-(x))/((2)/(8)))-(x))-(x))*(x)),((((((x)-(7))/((x)*(0)))*((((6)-(x))/((3)-(4)))-((x)-((1)*(x)))))/((6)*(4)))+(x)),5*x*x*x,10
34,-0.7338660790504608,0.22544173327110711,0.027933886378005247,0.42311928240078817,StrategyMultXD|StrategyMultXD|StrategySubXD|StrategySubXD|StrategyAddTreeWithDiv|StrategySubXD|StrategySubXD|StrategyMutateTerminalR|StrategyMultXD|StrategySkipD,StrategyReplaceBranchXR|StrategyAddTreeWithSub|StrategyDivXD|StrategyAddTreeWithMult|StrategyMutateTerminalR|StrategyMutateTerminalR|StrategyAddTreeWithSub|StrategyReplaceBranchXR|StrategyAddXD|StrategyMutateTerminalR,StrategySubXD,StrategyMutateTerminalR,33,33,987575.1,987575.1,((((((((((5)*(x))*((x)*(x)))*(x))*(x))-(x))-((0)/(3)))-(x))-(x))*(x)),(((((((8)-(7))*((x)*(0)))/((9)*(((6)-(6))/(4))))*(((x)-(1))-((x)*(6))))/((5)*(8)))+(x)),5*x*x*x,10
35,-0.8011283850781995,0.24009151173040683,-0.3908386257255355,0.4076662578692192,StrategyMultXD|StrategyMultXD|StrategySubXD|StrategyDivXD|StrategyAddTreeWithDiv|StrategySubXD|StrategySubXD|StrategyMutateTerminalR|StrategyMultXD|StrategySkipD,StrategyReplaceBranchXR|StrategyAddTreeWithSub|StrategyDivXD|StrategyAddTreeWithMult|StrategyMutateTerminalR|StrategyMutateTerminalR|StrategyAddTreeWithSub|StrategyMutateNonTerminalR|StrategyAddXD|StrategyMutateTerminalR,StrategyMultXD,StrategyMutateTerminalR,34,33,1482156.7,1482156.7,((((((((((5)*(x))*((x)*(x)))*(x))*(x))-(x))/((4)/(6)))-(x))-(x))*(x)),((((((5)*((3)/(6)))*((9)/((3)+((6)-(9)))))*(((x)+(x))/((x)-(((3)*((2)-(8)))-((x)*(x))))))/(x))+(x)),5*x*x*x,10
36,-0.8487628726135439,0.23668755572191427,-0.601405501417239,0.3735570568413431,StrategyMultXD|StrategyMultXD|StrategyAddTreeWithDiv|StrategySubXD|StrategyAddTreeWithDiv|StrategySubXD|StrategySubXD|StrategyMutateTerminalR|StrategyMultXD|StrategySkipD,StrategyReplaceBranchXR|StrategyAddTreeWithSub|StrategyDivXD|StrategyAddTreeWithMult|StrategyMutateTerminalR|StrategyMutateTerminalR|StrategyAddTreeWithSub|StrategyMutateNonTerminalR|StrategyAddXD|StrategyMutateTerminalR,StrategyMultXD,StrategyMutateTerminalR,35,35,771290.6666666667,771290.6666666667,(((((((((5)*(x))*(((7)/(1))*(x)))*(x))*(x))-((4)/(3)))-(x))-(x))*(x)),(((((((3)-(0))*((9)/(0)))*((x)*(((7)-(6))*(x))))/(((x)-((4)+(3)))/((x)-((x)-((x)+(3))))))/(x))+(9)),5*x*x*x,10
37,-0.7945744910122938,0.2537831925173352,-0.2779302519977386,0.4284374687031539,StrategyMultXD|StrategyMultXD|StrategyAddTreeWithDiv|StrategySubXD|StrategyAddTreeWithDiv|StrategySubXD|StrategySubXD|StrategyMutateTerminalR|StrategyMultXD|StrategySkipD,StrategyReplaceBranchXR|StrategyAddTreeWithSub|StrategyDivXD|StrategyAddTreeWithMult|StrategyMutateTerminalR|StrategyMutateTerminalR|StrategyAddTreeWithSub|StrategyMutateNonTerminalR|StrategyAddXD|StrategyMutateTerminalR,StrategyMultXD,StrategyMutateTerminalR,36,36,1764972,1764972,(((((((((5)*(x))*((x)*(x)))*((4)/((1)/(4))))*(x))-(x))-(x))-(x))*(x)),((((((x)+(4))*((((0)-(6))-(5))*((7)*(x))))/(((x)-(x))/(((9)-(8))-((x)*(6)))))/(4))+(x)),5*x*x*x,10
38,-0.8032750951555488,0.24302472402896055,-0.30993287983685736,0.37846447786443504,StrategyMultXD|StrategyMultXD|StrategyAddTreeWithDiv|StrategySubXD|StrategyAddTreeWithDiv|StrategySubXD|StrategySubXD|StrategyMutateTerminalR|StrategyMultXD|StrategySkipD,StrategyReplaceBranchXR|StrategyAddTreeWithSub|StrategyDivXD|StrategyAddTreeWithMult|StrategyMutateTerminalR|StrategyMutateTerminalR|StrategyAddTreeWithSub|StrategyMutateNonTerminalR|StrategyAddXD|StrategyMutateTerminalR,StrategyMultXD,StrategyMutateTerminalR,37,37,4746544,4746544,(((((((((x)*(x))*((x)*(x)))*((6)/((2)/(8))))*(x))-(x))-(x))-(x))*(x)),((((((5)*((x)+((6)*((6)-(4)))))*((7)/(((0)-(0))*(x))))/(((8)/(1))-((5)-((x)-((x)-(x))))))/(x))+(x)),5*x*x*x,10
39,-0.8647956315071662,0.20508913317347927,-0.5612101250098193,0.4188175823217005,StrategyMultXD|StrategyMultXD|StrategyAddTreeWithDiv|StrategySubXD|StrategyAddTreeWithDiv|StrategySubXD|StrategySubXD|StrategyReplaceBranchR|StrategyMultXD|StrategySkipD,StrategyReplaceBranchXR|StrategyAddTreeWithSub|StrategyDivXD|StrategyAddTreeWithMult|StrategyMutateTerminalR|StrategyMutateTerminalR|StrategyAddTreeWithSub|StrategyReplaceBranchXR|StrategyAddXD|StrategyMutateTerminalR,StrategyMultXD,StrategyMutateTerminalR,38,38,5340065.5,5340065.5,((((((((((3)*(9))*(x))*((x)*(x)))*(x))*(x))-(x))-(x))-(x))*(x)),((((((5)*((x)*((x)+(7))))*((x)/(((1)-(0))*(0))))/(((2)/((1)*(1)))-((x)-((x)*(9)))))/(x))+(x)),5*x*x*x,10
40,-0.8863347035979203,0.2711971373205577,-0.37647552331017037,0.4480955606953848,StrategyMultXD|StrategyMultXD|StrategyAddTreeWithDiv|StrategySubXD|StrategyAddTreeWithDiv|StrategySubXD|StrategySubXD|StrategyMutateTerminalR|StrategyMultXD|StrategySkipD,StrategyReplaceBranchXR|StrategyAddTreeWithSub|StrategyDivXD|StrategyAddTreeWithMult|StrategyMutateTerminalR|StrategyMutateTerminalR|StrategyAddTreeWithSub|StrategyMutateNonTerminalR|StrategyAddXD|StrategyMutateTerminalR,StrategySubXD,StrategyMutateTerminalR,39,39,1366354,1366354,(((((((((5)*((3)/((2)/(8))))*((x)*(9)))*(x))*(x))-(x))-(x))-(x))*(x)),((((((5)*((x)*(4)))*(((2)-(1))*((9)/(2))))+((((3)*(7))/((4)-(4)))-((6)-((x)-((x)*(4))))))/(x))+(x)),5*x*x*x,10
41,-0.9205035870736837,0.25342176932364535,-0.8505698816194635,0.5796437551640652,StrategyMultXD|StrategyDivXD|StrategyAddTreeWithDiv|StrategySubXD|StrategyAddTreeWithDiv|StrategySubXD|StrategySubXD|StrategyMutateTerminalR|StrategyMultXD|StrategySkipD,StrategyReplaceBranchXR|StrategyAddTreeWithSub|StrategyDivXD|StrategyAddTreeWithMult|StrategyMutateTerminalR|StrategyMutateTerminalR|StrategyAddTreeWithSub|StrategyMutateNonTerminalR|StrategyAddXD|StrategyMutateTerminalR,StrategySubXD,StrategyMutateTerminalR,39,40,302401.5,302401.5,(((((((((5)*(x))*((8)*(x)))*(x))/((1)/(3)))-((5)/(x)))-(x))-(x))*(x)),((((((5)*((x)*(6)))+(((3)-(3))/((0)*(x))))/(((4)+(x))/((x)-(((x)-(4))-((x)*(x))))))/((1)*(3)))+(x)),5*x*x*x,10
42,-0.8986400879317117,0.26000133332915915,-0.7428985798205054,0.4555441260978692,StrategyMultXD|StrategyDivXD|StrategyAddTreeWithDiv|StrategySubXD|StrategyAddTreeWithDiv|StrategySubXD|StrategySubXD|StrategyMutateTerminalR|StrategyMultXD|StrategySkipD,StrategyReplaceBranchXR|StrategyAddTreeWithSub|StrategyDivXD|StrategyAddTreeWithMult|StrategyMutateTerminalR|StrategyMutateTerminalR|StrategyAddTreeWithSub|StrategyMutateNonTerminalR|StrategyAddXD|StrategyMutateTerminalR,StrategySubXD,StrategyMutateTerminalR,40,41,131370.25,131370.25,(((((((((5)*(x))*((x)*(x)))*(7))/(((4)/(3))/(2)))-(x))-(x))-(x))*(x)),(((((x)-(8))/(((x)-(x))/(((8)-(2))-(((4)-(2))*(((5)*(3))*(x))))))/(x))+(x)),5*x*x*x,10
43,-0.9081279811615499,0.2468518280373106,-0.7747759138153405,0.3333134701215436,StrategyMultXD|StrategyDivXD|StrategyAddTreeWithDiv|StrategySubXD|StrategyAddTreeWithDiv|StrategySubXD|StrategySubXD|StrategyMutateTerminalR|StrategyMultXD|StrategySkipD,StrategyReplaceBranchXR|StrategyAddTreeWithSub|StrategyDivXD|StrategyAddTreeWithMult|StrategyMutateTerminalR|StrategyMutateTerminalR|StrategyAddTreeWithSub|StrategyMutateNonTerminalR|StrategyAddXD|StrategyMutateTerminalR,StrategySubXD,StrategyMutateTerminalR,42,42,150403,150403,(((((((((5)*(x))*((x)*(x)))*(8))/((2)/(3)))-((4)/(4)))-(x))-(x))*(x)),((((((5)*((8)*(x)))*((x)-(4)))/((((5)-(1))/(7))-((0)-((x)*((x)*((2)-(3)))))))/((7)*(0)))+(x)),5*x*x*x,10
