generation,averageAntagonist,averageProtagonist,topAntagonist,topProtagonist,antagonistStrategies,topProtagonistStrategies,topAntagonistDominantStrategy,topProtagonistDominantStrategy,topAntagonistBirthGen,topProtagonistBirthGen,topAntagonistDelta,topProtagonistDelta,topAntagonistEquation,topProtagonistEquation,spec,runNumber
1,-0.8753232600321491,0.11971756051050261,0.017350767669225237,0.34602747337924816,StrategyAddTreeWithSub|StrategyAddTreeWithSub|StrategyAddTreeWithSub|StrategyAddTreeWithDiv|StrategyMultXD|StrategyMultXD|StrategyAddRandomSubTreeR|StrategyMultXD|StrategySkipD|StrategyAddTreeWithMult,StrategyAddTreeWithAdd|StrategyReplaceBranchXR|StrategyAddTreeWithAdd|StrategyMutateTerminalR|StrategyMutateNonTerminalR|StrategyDivXD|StrategyAddTreeWithMult|StrategyAddTreeWithDiv|StrategyMultXD|StrategyAddTreeWithDiv,StrategyAddTreeWithSub,StrategyAddTreeWithDiv,0,0,31235827.7,31235827.7,(((((((x)+(9))*(((8)*(x))-(4)))*(((((5)/(x))-(4))-(7))*(x)))*(x))*(x))*(x)),((((((x)*(1))-((9)+((9)+(8))))+((9)+((8)+(((0)+(6))*((4)/(0))))))/(((8)/(8))*(0)))*(x)),5*x*x*x,1
2,-0.9210740634464942,0.11992395262859086,-0.6180695191733389,0.45958509883874676,StrategyMultXD|StrategyMutateTerminalR|StrategyAddTreeWithAdd|StrategyAddTreeWithMult|StrategyAddToLeafR|StrategySubXD|StrategyMutateNonTerminalR|StrategyMutateNonTerminalR|StrategyAddToLeafR|StrategyAddTreeWithAdd,StrategyMutateTerminalR|StrategyAddTreeWithSub|StrategyReplaceBranchR|StrategyAddXD|StrategySkipD|StrategyMutateTerminalR|StrategyAddTreeWithDiv|StrategyAddTreeWithDiv|StrategySkipD|StrategySkipD,StrategyAddToLeafR,StrategySkipD,1,0,429682,429682,(((((5)*(((9)+(5))*((2)+(6))))*((x)*(((3)+(9))+(8))))*(x))-(x)),((((8)-(((9)/(9))+(4)))+((6)-((8)/((7)*((0)/(7))))))+(x)),5*x*x*x,1
3,-0.9214004133415126,0.13693332902190664,-0.6314275689565448,0.3322623612700192,StrategyMultXD|StrategyMutateTerminalR|StrategyAddTreeWithMult|StrategySkipD|StrategyAddTreeWithDiv|StrategySubXD|StrategySkipD|StrategyMutateNonTerminalR|StrategyAddToLeafR|StrategyAddTreeWithAdd,StrategyMutateNonTerminalR|StrategyReplaceBranchR|StrategySkipD|StrategyAddXD|StrategyAddToLeafR|StrategyAddTreeWithAdd|StrategyAddTreeWithDiv|StrategyMutateTerminalR|StrategyAddRandomSubTreeR|StrategyDivXD,StrategySkipD,StrategyMutateNonTerminalR,2,1,2317138,2317138,((((((7)*(((6)+(9))*(x)))*(x))*((x)*(x)))*(x))-((8)+(4))),(((((1)*(1))+(((9)+(x))/(((9)/(0))-(x))))+(7))/(x)),5*x*x*x,1
4,-0.9297970351661909,0.09760266096961635,-0.6284645023160799,0.39625058500767946,StrategySkipD|StrategyAddToLeafR|StrategyAddTreeWithAdd|StrategyAddTreeWithMult|StrategyAddToLeafR|StrategySubXD|StrategyMutateNonTerminalR|StrategyAddXD|StrategyMutateNonTerminalR|StrategySkipD,StrategyMutateTerminalR|StrategyAddTreeWithSub|StrategyReplaceBranchR|StrategyAddXD|StrategyAddToLeafR|StrategyAddTreeWithAdd|StrategyAddTreeWithDiv|StrategyMutateTerminalR|StrategyAddToLeafR|StrategySkipD,StrategySkipD,StrategyAddToLeafR,2,3,405053,405053,(((((((2)-(0))*(6))*((6)+(8)))*((x)*((8)*(x))))*(x))+(x)),((((((2)+(8))*(4))/((9)*(((6)-(1))-(5))))-((((4)-(7))*(x))*((((7)/(x))-(3))*((5)+((2)-(x))))))+(x)),5*x*x*x,1
5,-0.9616827448458215,0.10836367626726551,-0.7957515023598297,0.20626490379021897,StrategyMutateNonTerminalR|StrategyMutateTerminalR|StrategyMutateNonTerminalR|StrategyAddTreeWithSub|StrategyMutateTerminalR|StrategyReplaceBranchR|StrategyAddTreeWithAdd|StrategyAddTreeWithAdd|StrategyAddTreeWithMult|StrategyMultXD,StrategyMutateTerminalR|StrategyMutateNonTerminalR|StrategySkipD|StrategyAddXD|StrategyMultXD|StrategyMutateNonTerminalR|StrategyAddTreeWithSub|StrategyAddXD|StrategyReplaceBranchR|StrategyMutateTerminalR,StrategyMutateTerminalR,StrategyMutateNonTerminalR,4,2,195607.5,195607.5,((((5)*(((1)+(7))*((9)+(7))))*((x)*((2)*(4))))*(x)),((((((9)*((7)+(2)))+((0)-(9)))+(0))*(x))+(x)),5*x*x*x,1
6,-0.9341048900888642,0.16536821862054837,-0.6022605237129094,0.2945771043771044,StrategySkipD|StrategyAddTreeWithAdd|StrategyAddTreeWithMult|StrategySkipD|StrategyAddTreeWithDiv|StrategyReplaceBranchR|StrategyAddTreeWithAdd|StrategyAddTreeWithAdd|StrategyAddTreeWithMult|StrategyMultXD,StrategyAddTreeWithAdd|StrategyReplaceBranchR|StrategySkipD|StrategyAddXD|StrategyAddToLeafR|StrategyMutateTerminalR|StrategyAddTreeWithDiv|StrategyAddXD|StrategyMutateNonTerminalR|StrategyAddToLeafR,StrategyAddTreeWithAdd,StrategyAddXD,5,4,3281644.3,3281644.3,(((((((x)*(6))/(1))*((9)+(9)))*(x))*(((9)+(3))*(x)))*(x)),((((((x)*((0)*(0)))*((3)*((8)+((7)+(3)))))-((0)+(((9)/((3)*(0)))+((6)*(x)))))+(x))+(x)),5*x*x*x,1
7,-0.8928278914327652,0.12793351416878018,-0.4352914352772145,0.34457439394044387,StrategySkipD|StrategyAddTreeWithAdd|StrategyAddToLeafR|StrategyAddTreeWithSub|StrategyMutateTerminalR|StrategyReplaceBranchR|StrategyAddTreeWithAdd|StrategyAddTreeWithAdd|StrategyAddTreeWithMult|StrategyMultXD,StrategyMutateTerminalR|StrategyMutateNonTerminalR|StrategySkipD|StrategyAddXD|StrategyAddToLeafR|StrategyAddTreeWithAdd|StrategyAddTreeWithDiv|StrategyMutateTerminalR|StrategyAddRandomSubTreeR|StrategyDivXD,StrategyAddTreeWithAdd,StrategyMutateTerminalR,6,6,293863.9,293863.9,(((((3)+((0)+((8)+(7))))*(x))*((x)*((1)+((3)+((6)*(x))))))*(x)),((((((x)+(((5)+(0))*(0)))/((4)*((0)/(4))))-((6)+((5)*((3)-(7)))))+(x))/(x)),5*x*x*x,1
8,-0.889026042457368,0.11310216211187904,-0.46101020862636516,0.2521851319095016,StrategySkipD|StrategyAddTreeWithAdd|StrategyAddTreeWithDiv|StrategyReplaceBranchXR|StrategyAddXD|StrategyAddRandomSubTreeR|StrategyAddTreeWithMult|StrategyAddTreeWithAdd|StrategyAddTreeWithMult|StrategyMultXD,StrategyAddTreeWithAdd|StrategyReplaceBranchR|StrategySkipD|StrategyAddXD|StrategyAddToLeafR|StrategyMutateNonTerminalR|StrategyAddTreeWithDiv|StrategyMutateTerminalR|StrategyReplaceBranchR|StrategyMutateTerminalR,StrategyAddTreeWithAdd,StrategyMutateTerminalR,7,7,797208.5,797208.5,(((((5)*((5)+(2)))*((x)*((((8)*(x))+(3))*(9))))+(x))*(x)),(((((((x)/(0))*(x))*((7)+((8)*(9))))*((1)+(((9)-(2))-(((5)+(x))-(x)))))+(x))+(x)),5*x*x*x,1
9,-0.8949098684309794,0.1529161214220391,-0.5434323973604233,0.31999815511272617,StrategySkipD|StrategyAddToLeafR|StrategyAddToLeafR|StrategyAddTreeWithSub|StrategyMutateTerminalR|StrategyAddRandomSubTreeR|StrategyReplaceBranchR|StrategyAddTreeWithAdd|StrategyAddTreeWithMult|StrategyMultXD,StrategyAddTreeWithAdd|StrategyReplaceBranchR|StrategySkipD|StrategyAddXD|StrategyAddToLeafR|StrategyAddTreeWithAdd|StrategyAddTreeWithDiv|StrategyMutateTerminalR|StrategyAddRandomSubTreeR|StrategyDivXD,StrategyAddToLeafR,StrategyAddTreeWithAdd,8,8,442007.5,442007.5,(((((7)-(2))*((2)*(6)))*((((3)*(7))*(4))*((5)+((2)+(9)))))*(x)),((((((x)*(3))*(((9)+(6))-(((1)+(7))+(8))))*((x)*((x)-((((3)/(0))-(7))*(x)))))+(x))/(x)),5*x*x*x,1
10,-0.9666628776003842,0.19170114473936642,-0.9229256891643711,0.28978598256457566,StrategySkipD|StrategyAddTreeWithAdd|StrategyAddTreeWithDiv|StrategySkipD|StrategyAddTreeWithDiv|StrategyAddRandomSubTreeR|StrategyReplaceBranchR|StrategyAddXD|StrategyMutateNonTerminalR|StrategySkipD,StrategyAddTreeWithAdd|StrategyReplaceBranchR|StrategySkipD|StrategyAddXD|StrategyAddToLeafR|StrategyAddTreeWithAdd|StrategyAddTreeWithDiv|StrategyMutateTerminalR|StrategyAddRandomSubTreeR|StrategyAddToLeafR,StrategySkipD,StrategyAddToLeafR,9,8,54450,54450,((((5)*((0)+((4)-(9))))*((x)*((7)*(x))))*(x)),(((8)*(((2)*((6)-(3)))*((2)-(x))))+((1)+((2)/(0)))),5*x*x*x,1
11,-0.9576659616434304,0.17918878529133525,-0.8613018347371891,0.2714556925691536,StrategySkipD|StrategyAddTreeWithAdd|StrategyAddToLeafR|StrategyAddTreeWithSub|StrategyMutateTerminalR|StrategyAddRandomSubTreeR|StrategyReplaceBranchR|StrategyAddXD|StrategyMutateNonTerminalR|StrategySkipD,StrategyMutateTerminalR|StrategyMutateNonTerminalR|StrategySkipD|StrategyAddXD|StrategyAddToLeafR|StrategyMutateTerminalR|StrategyAddTreeWithDiv|StrategyMutateTerminalR|StrategyAddRandomSubTreeR|StrategyAddToLeafR,StrategySkipD,StrategyMutateTerminalR,9,10,151255.5,151255.5,((((8)*(x))*((((x)*(7))+(7))*((0)+(8))))*(x)),(((((0)/((7)/(0)))*(((8)+((x)*(9)))*(0)))*((8)+(6)))+((3)-(9))),5*x*x*x,1
12,-0.9601992965136434,0.14096002323850004,-0.8436331297930341,0.30238182081774123,StrategySkipD|StrategyMutateTerminalR|StrategyMutateNonTerminalR|StrategyAddTreeWithSub|StrategyAddXD|StrategyAddRandomSubTreeR|StrategyAddTreeWithMult|StrategyAddXD|StrategyMutateNonTerminalR|StrategySkipD,StrategyAddTreeWithAdd|StrategyReplaceBranchR|StrategySkipD|StrategyAddXD|StrategyAddToLeafR|StrategyAddTreeWithAdd|StrategyAddTreeWithDiv|StrategyAddXD|StrategyMutateNonTerminalR|StrategyAddToLeafR,StrategySkipD,StrategyAddXD,11,11,401423,401423,(((((((9)*(9))-(7))*(x))*((x)+(x)))*((x)*(9)))+(x)),((((((9)-(3))*((x)*((5)+(4))))/((4)/((0)+(((0)/(x))+((9)-((0)+(9)))))))+((x)-(0)))-(x)),5*x*x*x,1
13,-0.9653880259169331,0.18009135478034194,-0.9058466611570248,0.30301568605404305,StrategySkipD|StrategyAddTreeWithAdd|StrategyAddTreeWithDiv|StrategyReplaceBranchXR|StrategyAddXD|StrategyAddRandomSubTreeR|StrategyAddTreeWithMult|StrategyAddXD|StrategyMutateNonTerminalR|StrategySkipD,StrategyAddTreeWithAdd|StrategyReplaceBranchR|StrategySkipD|StrategyAddXD|StrategyAddToLeafR|StrategyAddTreeWithAdd|StrategyAddTreeWithDiv|StrategyAddXD|StrategyAddRandomSubTreeR|StrategyAddToLeafR,StrategySkipD,StrategyAddToLeafR,12,12,47993,47993,(((((5)*((9)*(5)))*((5)*(8)))*(x))+(x)),(((((7)*(x))*(x))*(((1)*(9))+((2)-(6))))+(((3)/(0))+(5))),5*x*x*x,1
14,-0.96613893213497,0.2354994519597669,-0.8579579718677046,0.42820463728190994,StrategySkipD|StrategyMutateTerminalR|StrategyMutateNonTerminalR|StrategyAddTreeWithSub|StrategyMutateTerminalR|StrategyAddRandomSubTreeR|StrategyAddTreeWithMult|StrategyAddXD|StrategyMutateNonTerminalR|StrategySkipD,StrategyAddTreeWithAdd|StrategyReplaceBranchR|StrategySkipD|StrategyAddXD|StrategyAddToLeafR|StrategyAddTreeWithAdd|StrategyAddTreeWithDiv|StrategyAddXD|StrategyMutateNonTerminalR|StrategyAddToLeafR,StrategySkipD,StrategyAddTreeWithAdd,13,13,85085,85085,((((8)*(x))*((6)*((((6)*(8))*(x))-(8))))+(x)),(((((6)+(6))-(((x)*((7)+((6)+(0))))-((1)*(7))))+((x)/(0)))+(x)),5*x*x*x,1
15,-0.9665191833616642,0.2314298620835234,-0.902688429752066,0.3761999826507173,StrategySkipD|StrategyMutateTerminalR|StrategyAddTreeWithMult|StrategyAddTreeWithSub|StrategyMutateTerminalR|StrategyAddRandomSubTreeR|StrategyReplaceBranchR|StrategyAddXD|StrategyMutateNonTerminalR|StrategySkipD,StrategyMutateTerminalR|StrategyReplaceBranchR|StrategySkipD|StrategyAddXD|StrategyAddToLeafR|StrategyAddTreeWithAdd|StrategyAddTreeWithDiv|StrategyAddXD|StrategyMutateNonTerminalR|StrategyAddToLeafR,StrategySkipD,StrategyAddXD,14,13,52332.5,52332.5,(((((8)*(1))*((2)-((7)*(5))))*((5)*(x)))*(x)),((((((3)*((4)+(2)))-(((9)/(0))*((1)+(2))))*((1)/((6)*((7)*((6)+(6))))))+((0)+(5)))+(x)),5*x*x*x,1
16,-0.970026304838974,0.18713043527607434,-0.8952603305785123,0.38599549922639864,StrategySkipD|StrategyMutateTerminalR|StrategyAddTreeWithMult|StrategyReplaceBranchXR|StrategyReplaceBranchR|StrategyAddRandomSubTreeR|StrategyAddTreeWithMult|StrategyAddXD|StrategyMutateNonTerminalR|StrategySkipD,StrategyAddTreeWithAdd|StrategyReplaceBranchR|StrategySkipD|StrategyAddXD|StrategyAddToLeafR|StrategyMutateTerminalR|StrategyAddTreeWithDiv|StrategyAddXD|StrategyReplaceBranchR|StrategyMutateTerminalR,StrategySkipD,StrategyAddXD,15,15,60417.5,60417.5,((((5)*((1)-((7)*(5))))*((x)*(9)))*(x)),((((((x)*(9))+((((0)/(0))+(0))-(8)))*((x)/(((x)+(x))-((2)-(9)))))+(x))+(x)),5*x*x*x,1
17,-0.9750885627049721,0.1910399354511883,-0.9572892561983473,0.3049916551417401,StrategySkipD|StrategyMutateTerminalR|StrategyAddTreeWithMult|StrategyReplaceBranchXR|StrategyReplaceBranchR|StrategyReplaceBranchR|StrategyAddTreeWithMult|StrategyAddTreeWithAdd|StrategyMutateNonTerminalR|StrategySkipD,StrategyAddTreeWithAdd|StrategyReplaceBranchR|StrategySkipD|StrategyAddXD|StrategyAddToLeafR|StrategyAddTreeWithAdd|StrategyAddTreeWithDiv|StrategyMutateTerminalR|StrategyAddRandomSubTreeR|StrategyAddToLeafR,StrategySkipD,StrategyAddTreeWithAdd,16,16,19332.5,19332.5,(((5)*((x)*(((6)*(4))*(9))))*((3)-(6))),((((((1)*(4))-(0))+((0)+(8)))+((x)/(((7)/((9)-(9)))+(x))))+(x)),5*x*x*x,1
18,-0.9735203489070677,0.2144164280534205,-0.8912417507046516,0.42097908941406653,StrategyMutateNonTerminalR|StrategyMutateTerminalR|StrategyMutateNonTerminalR|StrategyAddTreeWithSub|StrategyMutateTerminalR|StrategyAddRandomSubTreeR|StrategyAddTreeWithMult|StrategyAddTreeWithAdd|StrategyAddTreeWithDiv|StrategySkipD,StrategyAddTreeWithAdd|StrategyMutateNonTerminalR|StrategySkipD|StrategyAddXD|StrategyAddToLeafR|StrategyAddTreeWithAdd|StrategyAddTreeWithDiv|StrategyMutateTerminalR|StrategyAddRandomSubTreeR|StrategyAddToLeafR,StrategyMutateNonTerminalR,StrategyAddToLeafR,17,17,159866.66666666666,159866.66666666666,((((7)+(8))*(x))*((x)*(((7)*((5)*(8)))-((5)/(9))))),((((((x)+(6))*(((3)+(4))-((4)/(0))))*((9)*(5)))*((4)/(((9)+(5))+(x))))+(x)),5*x*x*x,1
19,-0.967757282610193,0.2128883096287062,-0.880337438016529,0.3395989415307657,StrategySkipD|StrategyMutateTerminalR|StrategyAddTreeWithMult|StrategyAddTreeWithSub|StrategyMutateTerminalR|StrategyAddRandomSubTreeR|StrategyAddTreeWithMult|StrategyAddXD|StrategyMutateNonTerminalR|StrategySkipD,StrategyAddTreeWithAdd|StrategyReplaceBranchR|StrategySkipD|StrategyAddXD|StrategyAddToLeafR|StrategyAddTreeWithAdd|StrategyAddTreeWithDiv|StrategyAddXD|StrategyAddRandomSubTreeR|StrategyAddToLeafR,StrategySkipD,StrategyAddTreeWithAdd,18,18,56733,56733,(((((5)+(3))*(2))*(((4)+(9))*(((8)*(7))*(5))))+(x)),((((((4)+((2)+(4)))*(((3)+(7))+(x)))/(((x)*((4)/((0)*(3))))+((7)-(5))))+(x))+((6)*(6))),5*x*x*x,1
20,-0.9740321123802966,0.23104545989791606,-0.9557585120031483,0.3638773109522228,StrategySkipD|StrategyMutateTerminalR|StrategyMutateNonTerminalR|StrategyAddTreeWithSub|StrategyMutateTerminalR|StrategyAddRandomSubTreeR|StrategyAddTreeWithMult|StrategyAddTreeWithAdd|StrategyAddTreeWithDiv|StrategySkipD,StrategyAddTreeWithAdd|StrategyReplaceBranchR|StrategySkipD|StrategyAddXD|StrategyAddToLeafR|StrategyMutateTerminalR|StrategyAddTreeWithDiv|StrategyMutateTerminalR|StrategyMutateNonTerminalR|StrategyMutateTerminalR,StrategySkipD,StrategyMutateTerminalR,18,19,25326.5,25326.5,((((6)/(1))*(7))*(((x)+(8))*((6)-((6)*(8))))),(((((((x)-(2))+(2))*((5)+(4)))*((6)+(5)))*((4)-((x)+((6)/(0)))))+(3)),5*x*x*x,1
21,-0.9739726087842715,0.20322172450027504,-0.9307926029778303,0.3269219111801585,StrategySkipD|StrategyMutateTerminalR|StrategyMutateNonTerminalR|StrategyAddTreeWithSub|StrategyReplaceBranchR|StrategyAddRandomSubTreeR|StrategyAddTreeWithMult|StrategyAddTreeWithAdd|StrategyAddTreeWithDiv|StrategySkipD,StrategyAddTreeWithAdd|StrategyReplaceBranchR|StrategySkipD|StrategyAddXD|StrategyAddToLeafR|StrategyMutateTerminalR|StrategyAddTreeWithDiv|StrategyMutateTerminalR|StrategyMutateNonTerminalR|StrategyMutateTerminalR,StrategySkipD,StrategyMutateTerminalR,20,20,39143.5,39143.5,(((4)*(((7)+((1)/(3)))*((9)*(4))))*((x)*(x))),((((8)+(4))*(((0)/(0))+(((5)+(9))+(x))))+(2)),5*x*x*x,1
22,-0.9751530406352489,0.22339782158916313,-0.9463319724517907,0.4194669594502563,StrategySkipD|StrategyMutateTerminalR|StrategyMutateNonTerminalR|StrategyAddTreeWithSub|StrategyReplaceBranchR|StrategyAddRandomSubTreeR|StrategyAddTreeWithMult|StrategyAddTreeWithAdd|StrategyAddTreeWithDiv|StrategySkipD,StrategyAddTreeWithAdd|StrategyReplaceBranchR|StrategySkipD|StrategyAddXD|StrategyAddToLeafR|StrategyAddTreeWithAdd|StrategyAddTreeWithDiv|StrategyMutateTerminalR|StrategyMutateNonTerminalR|StrategyAddToLeafR,StrategySkipD,StrategyAddToLeafR,21,21,18647.5,18647.5,(((8)+(((9)+(7))*(7)))*((((8)*((9)/(3)))-(0))*(7))),((((7)+((6)/((5)*((0)/(3)))))+(((3)-(7))+(8)))+((x)+(1))),5*x*x*x,1
23,-0.9745183586153743,0.19755556268383154,-0.961903255673619,0.26863883312433506,StrategySkipD|StrategyMutateTerminalR|StrategyMutateNonTerminalR|StrategyAddTreeWithSub|StrategyMutateTerminalR|StrategyAddRandomSubTreeR|StrategyAddTreeWithMult|StrategyAddTreeWithAdd|StrategyAddTreeWithDiv|StrategySkipD,StrategyAddTreeWithAdd|StrategyReplaceBranchR|StrategySkipD|StrategyAddXD|StrategyAddToLeafR|StrategyMutateTerminalR|StrategyAddTreeWithDiv|StrategyAddXD|StrategyReplaceBranchR|StrategyAddToLeafR,StrategySkipD,StrategyReplaceBranchR,22,22,11385,11385,(((5)+(((5)/(4))-((x)*(((5)+(8))*(5)))))*((x)*(4))),(((((4)-(3))/((4)+((3)-(7))))+(0))+((8)*(9))),5*x*x*x,1
24,-0.9732607943739341,0.22623107067860831,-0.9399038961038964,0.33879715282788625,StrategySkipD|StrategyMutateTerminalR|StrategyMutateNonTerminalR|StrategyAddTreeWithSub|StrategyReplaceBranchR|StrategyAddRandomSubTreeR|StrategyAddTreeWithMult|StrategyAddTreeWithAdd|StrategyAddTreeWithDiv|StrategySkipD,StrategyAddTreeWithAdd|StrategyReplaceBranchR|StrategySkipD|StrategyAddXD|StrategyAddToLeafR|StrategyAddTreeWithAdd|StrategyAddTreeWithDiv|StrategyAddXD|StrategyAddRandomSubTreeR|StrategyMutateTerminalR,StrategySkipD,StrategyAddXD,23,22,29309,29309,(((4)*((6)*(9)))*(((x)+(9))*(((1)/(8))-((3)*(3))))),(((((8)-(((4)/(9))+(7)))+((x)/((0)*(4))))+((x)+(4)))+(x)),5*x*x*x,1
25,-0.9779432642512791,0.22955773345041236,-0.9736096687983734,0.38539162095174495,StrategySkipD|StrategyMutateTerminalR|StrategyMutateNonTerminalR|StrategyAddTreeWithSub|StrategyMutateTerminalR|StrategyReplaceBranchR|StrategyAddTreeWithMult|StrategyAddTreeWithAdd|StrategyAddTreeWithDiv|StrategySkipD,StrategyAddTreeWithAdd|StrategyReplaceBranchR|StrategySkipD|StrategyAddXD|StrategyAddToLeafR|StrategyMutateTerminalR|StrategyAddTreeWithDiv|StrategyAddXD|StrategyAddRandomSubTreeR|StrategyMutateTerminalR,StrategySkipD,StrategyAddXD,24,24,3887.5,3887.5,(((5)*(((6)/(3))*(9)))*((6)*((3)+(7)))),(((((1)*(7))/((0)*(7)))+(4))+(x)),5*x*x*x,1
26,-0.9759954123999737,0.24109270038399006,-0.9634513852813853,0.3460046344573162,StrategySkipD|StrategyMutateTerminalR|StrategyMutateNonTerminalR|StrategyReplaceBranchXR|StrategyReplaceBranchR|StrategyAddRandomSubTreeR|StrategyAddTreeWithMult|StrategyAddTreeWithAdd|StrategyAddTreeWithDiv|StrategySkipD,StrategyAddTreeWithAdd|StrategyReplaceBranchR|StrategySkipD|StrategyAddXD|StrategyAddToLeafR|StrategyMutateTerminalR|StrategyAddTreeWithDiv|StrategyMutateTerminalR|StrategyMutateNonTerminalR|StrategyAddToLeafR,StrategySkipD,StrategyAddToLeafR,25,25,18340.666666666664,18340.666666666664,(((7)*(x))*((x)*((7)*(((8)/(3))+(x))))),(((((3)*(5))-(((2)/((x)*(9)))-((9)*(3))))+((7)-((7)/(0))))+(x)),5*x*x*x,1
27,-0.9762227080676901,0.23891595315216246,-0.9631707123179851,0.3043585792020724,StrategySkipD|StrategyMutateTerminalR|StrategyMutateNonTerminalR|StrategyAddTreeWithSub|StrategyMutateTerminalR|StrategyReplaceBranchR|StrategyAddTreeWithMult|StrategyAddTreeWithAdd|StrategyAddTreeWithDiv|StrategySkipD,StrategyAddTreeWithAdd|StrategyReplaceBranchR|StrategySkipD|StrategyAddXD|StrategyAddToLeafR|StrategyMutateTerminalR|StrategyAddTreeWithDiv|StrategyAddXD|StrategyAddRandomSubTreeR|StrategyAddToLeafR,StrategySkipD,StrategyAddToLeafR,26,26,18847.500000000004,18847.500000000004,(((5)*((6)*(8)))*(((7)*(((7)/(3))+(9)))+(x))),(((((9)/((0)*((8)+(x))))*((4)+((9)+(x))))+(((7)/(7))*(8)))+(x)),5*x*x*x,1
28,-0.9756871261052078,0.21485542839002608,-0.9600862463597007,0.42811498328735575,StrategySkipD|StrategyMutateTerminalR|StrategyMutateNonTerminalR|StrategyAddTreeWithSub|StrategyMutateTerminalR|StrategyAddRandomSubTreeR|StrategyAddTreeWithMult|StrategyAddTreeWithAdd|StrategyAddTreeWithDiv|StrategySkipD,StrategyAddTreeWithAdd|StrategyReplaceBranchR|StrategySkipD|StrategyAddXD|StrategyAddToLeafR|StrategyAddTreeWithAdd|StrategyAddTreeWithDiv|StrategyMutateTerminalR|StrategyMutateNonTerminalR|StrategyMutateTerminalR,StrategySkipD,StrategyMutateTerminalR,27,27,22485.1,22485.1,(((((4)/(5))+(0))+(x))*((((9)*(x))*(8))*(x))),((((((9)+(3))+(x))*(((4)+(3))+((7)+(2))))/((x)*(((x)*(0))-((x)*(0)))))+(x)),5*x*x*x,1
29,-0.9761467394004987,0.218345859684985,-0.9661150770038043,0.41844192057499374,StrategySkipD|StrategyMutateTerminalR|StrategyMutateNonTerminalR|StrategyAddTreeWithMult|StrategyMutateTerminalR|StrategyReplaceBranchR|StrategyAddTreeWithMult|StrategyAddXD|StrategyAddTreeWithDiv|StrategySkipD,StrategyAddTreeWithAdd|StrategyReplaceBranchR|StrategySkipD|StrategyAddXD|StrategyAddToLeafR|StrategyMutateTerminalR|StrategyAddTreeWithDiv|StrategyAddXD|StrategyReplaceBranchR|StrategyAddToLeafR,StrategySkipD,StrategyReplaceBranchR,26,28,12355.5,12355.5,((((5)*(x))*((9)*((x)*(8))))+((8)/(1))),((((((6)/(0))-(9))-((2)/(((9)*((1)*(0)))*((4)+(4)))))+(x))+(x)),5*x*x*x,1
30,-0.9775991221090777,0.22571564292872268,-0.9710242807949628,0.329761328107919,StrategySkipD|StrategyMutateTerminalR|StrategyMutateNonTerminalR|StrategyAddTreeWithSub|StrategyMutateTerminalR|StrategyReplaceBranchR|StrategyAddTreeWithMult|StrategyAddTreeWithAdd|StrategyAddTreeWithDiv|StrategySkipD,StrategyAddTreeWithAdd|StrategyReplaceBranchR|StrategySkipD|StrategyAddXD|StrategyAddToLeafR|StrategyMutateTerminalR|StrategyAddTreeWithDiv|StrategyAddXD|StrategyAddRandomSubTreeR|StrategyMutateTerminalR,StrategySkipD,StrategyAddXD,28,29,8233.5,8233.5,(((((1)/(3))-(9))-(x))*((6)*(((4)+(9))*(x)))),(((((((x)*(0))+(1))*(((5)/(0))+(1)))*(((9)*(1))+(x)))+(x))+(x)),5*x*x*x,1
31,-0.9727949669462845,0.22593681159552395,-0.8887083250531969,0.32712530970921067,StrategySkipD|StrategyMutateTerminalR|StrategyMutateNonTerminalR|StrategyAddTreeWithMult|StrategyMutateTerminalR|StrategyReplaceBranchR|StrategyAddTreeWithMult|StrategyAddTreeWithAdd|StrategyAddTreeWithDiv|StrategySkipD,StrategyAddTreeWithAdd|StrategyReplaceBranchR|StrategySkipD|StrategyAddXD|StrategyAddToLeafR|StrategyMutateTerminalR|StrategyAddTreeWithDiv|StrategyAddXD|StrategyReplaceBranchR|StrategyAddToLeafR,StrategyAddTreeWithMult,StrategyAddXD,30,30,66632.5,66632.5,(((9)*(((x)/(3))*(x)))*(((5)*((9)+(x)))*(7))),((((((5)*((1)/(1)))/(((2)+(2))*(0)))+((0)*((1)*(5))))+((9)-(1)))+(x)),5*x*x*x,1
32,-0.9771938544306703,0.22104425458075347,-0.970461080676899,0.34833992991135854,StrategySkipD|StrategyMutateTerminalR|StrategyMutateNonTerminalR|StrategyReplaceBranchXR|StrategyMutateTerminalR|StrategyAddRandomSubTreeR|StrategyAddTreeWithMult|StrategyAddTreeWithAdd|StrategyAddTreeWithDiv|StrategySkipD,StrategyAddTreeWithAdd|StrategyReplaceBranchR|StrategySkipD|StrategyAddXD|StrategyAddToLeafR|StrategyAddTreeWithAdd|StrategyAddTreeWithDiv|StrategyAddXD|StrategyReplaceBranchR|StrategyAddToLeafR,StrategySkipD,StrategyReplaceBranchR,31,31,8286.3,8286.3,(((x)*((((7)+(x))*(x))*((9)/(9))))*((x)+(9))),(((((7)+((8)*(7)))-(1))+((x)/(0)))+(x)),5*x*x*x,1
